,,Enum Category,,OBErrorResponseError1Code,,,,,,,,,,,,
OBInternalStatementValueType1Code,UK.OBIE.HotelPointsBalance,UK.OBIE.HotelPointsBalance,Hotel points at the end of the statement period.,,,,,,,,,,,,,
OBInternalStatementValueType1Code,UK.OBIE.RetailShoppingPoints,UK.OBIE.RetailShoppingPoints,Retail shopping points at the end of the statement period.,,,,,,,,,,,,,
OBInternalStatementValueType1Code,UK.OBIE.RetailShoppingPointsBalance,UK.OBIE.RetailShoppingPointsBalance,Retail shopping points at the end of the statement period.,,,,,,,,,,,,,
OBInternalStatementFeeRateType1Code,UK.OBIE.AER,UK.OBIE.AER,"The annual equivalent rate (AER) is interest that is calculated under the assumption that any interest paid is combined with the original balance and the next interest payment will be based on the slightly higher account balance. Overall, this means that interest can be compounded several times in a year depending on the number of times that interest payments are made.",,,,,,,,,,,,,
OBInternalStatementFeeRateType1Code,UK.OBIE.EAR,UK.OBIE.EAR,"EAR means Effective Annual Rate and/or Equivalent Annual Rate (frequently used interchangeably), being the actual annual interest rate of an Overdraft.",,,,,,,,,,,,,
OBInternalStatementFeeFrequency1Code,UK.OBIE.ChargingPeriod,UK.OBIE.ChargingPeriod,This fee is triggered at the end of each charging period.,,,,,,,,,,,,,
OBInternalStatementFeeFrequency1Code,UK.OBIE.PerTransactionAmount,UK.OBIE.PerTransactionAmount,The amount stated is levied for each transaction processed.,,,,,,,,,,,,,
OBInternalStatementFeeFrequency1Code,UK.OBIE.PerTransactionPercentage,UK.OBIE.PerTransactionPercentage,The fee amount is the given percentage of the transaction processed and is levied for each transaction.,,,,,,,,,,,,,
OBInternalStatementFeeFrequency1Code,UK.OBIE.StatementMonthly,UK.OBIE.StatementMonthly,This fee is triggered based on a monthly statement period.,,,,,,,,,,,,,
OBInternalStatementFeeFrequency1Code,UK.OBIE.Quarterly,UK.OBIE.Quarterly,This fee is triggered at the end of every quarter.,,,,,,,,,,,,,
OBInternalStatementFeeFrequency1Code,UK.OBIE.Weekly,UK.OBIE.Weekly,The fee is triggered weekly.,,,,,,,,,,,,,
OBInternalStatementInterestRateType1Code,UK.OBIE.BOEBaseRate,UK.OBIE.BOEBaseRate,"Interest rate shown is linked to the Bank of England Base Rate shown at http://www.bankofengland.co.uk/Pages/home.aspx. Typically defined as a % above the 'Current Bank Rate', but may also be below or equal to bank rate for certain Loan products.",,,,,,,,,,,,,
OBInternalStatementInterestRateType1Code,UK.OBIE.FixedRate,UK.OBIE.FixedRate,Fixed rate.,,,,,,,,,,,,,
OBInternalStatementInterestRateType1Code,UK.OBIE.Gross,UK.OBIE.Gross,Interest rate shown is before any tax deducted.,,,,,,,,,,,,,
OBInternalStatementInterestRateType1Code,UK.OBIE.LoanProviderBaseRate,UK.OBIE.LoanProviderBaseRate,Loan provider base rate.,,,,,,,,,,,,,
OBInternalStatementInterestRateType1Code,UK.OBIE.Net,UK.OBIE.Net,Interest rate shown is after tax is deducted.,,,,,,,,,,,,,
OBInternalStatementInterestFrequency1Code,UK.OBIE.Daily,UK.OBIE.Daily,Calculated and/or applied daily.,,,,,,,,,,,,,
OBInternalStatementInterestFrequency1Code,UK.OBIE.HalfYearly,UK.OBIE.HalfYearly,Calculated and/or applied half yearly.,,,,,,,,,,,,,
OBInternalStatementInterestFrequency1Code,UK.OBIE.Monthly,UK.OBIE.Monthly,Calculated and/or applied monthly.,,,,,,,,,,,,,
OBInternalStatementInterestFrequency1Code,UK.OBIE.PerStatementDate,UK.OBIE.PerStatementDate,Calculated and/or applied on the statement date.,,,,,,,,,,,,,
OBInternalStatementInterestFrequency1Code,UK.OBIE.Quarterly,UK.OBIE.Quarterly,This fee is triggered at the end of every quarter.,,,,,,,,,,,,,
OBInternalStatementInterestFrequency1Code,UK.OBIE.Weekly,UK.OBIE.Weekly,The fee is triggered weekly.,,,,,,,,,,,,,
OBInternalStatementInterestFrequency1Code,UK.OBIE.Yearly,UK.OBIE.Yearly,Calculated and/or applied annually.,,,,,,,,,,,,,
OBInternalLegalStructureType1Code,UK.OBIE.Individual,UK.OBIE.Individual,Individual,,,,,,,,,,,,,
OBInternalLegalStructureType1Code,UK.OBIE.CIC,UK.OBIE.CIC,Community Interest Company,,,,,,,,,,,,,
OBInternalLegalStructureType1Code,UK.OBIE.CIO,UK.OBIE.CIO,Charitable Incorporated Organisation,,,,,,,,,,,,,
OBInternalLegalStructureType1Code,UK.OBIE.CoOp,UK.OBIE.CoOp,Co-operative,,,,,,,,,,,,,
OBInternalLegalStructureType1Code,UK.OBIE.Charity,UK.OBIE.Charity,Charity,,,,,,,,,,,,,
OBInternalLegalStructureType1Code,UK.OBIE.GeneralPartnership,UK.OBIE.GeneralPartnership,General Partnership,,,,,,,,,,,,,
OBInternalLegalStructureType1Code,UK.OBIE.LimitedLiabilityPartnership,UK.OBIE.LimitedLiabilityPartnership,Limited Liability Partnership,,,,,,,,,,,,,
OBInternalLegalStructureType1Code,UK.OBIE.ScottishLimitedPartnership,UK.OBIE.ScottishLimitedPartnership,Scottish Limited Partnership,,,,,,,,,,,,,
OBInternalLegalStructureType1Code,UK.OBIE.LimitedPartnership,UK.OBIE.LimitedPartnership,Limited Partnership,,,,,,,,,,,,,
OBInternalLegalStructureType1Code,UK.OBIE.PrivateLimitedCompany,UK.OBIE.PrivateLimitedCompany,Private Limited Company,,,,,,,,,,,,,
OBInternalLegalStructureType1Code,UK.OBIE.PublicLimitedCompany,UK.OBIE.PublicLimitedCompany,Public Limited Company,,,,,,,,,,,,,
OBInternalLegalStructureType1Code,UK.OBIE.Sole,UK.OBIE.Sole,Sole (sole trader),,,,,,,,,,,,,
OBInternalAccountRole1Code,UK.OBIE.Principal,UK.OBIE.Principal,Principal,,,,,,,,,,,,,
OBInternalAccountRole1Code,UK.OBIE.SecondaryOwner,UK.OBIE.SecondaryOwner,Secondary owner,,,,,,,,,,,,,
OBInternalAccountRole1Code,UK.OBIE.Beneficiary,UK.OBIE.Beneficiary,Beneficiary,,,,,,,,,,,,,
OBInternalAccountRole1Code,UK.OBIE.PowerOfAttorney,UK.OBIE.PowerOfAttorney,Power of attorney,,,,,,,,,,,,,
OBInternalAccountRole1Code,UK.OBIE.LegalGuardian,UK.OBIE.LegalGuardian,Legal guardian,,,,,,,,,,,,,
OBInternalAccountRole1Code,UK.OBIE.CustodianForMinor,UK.OBIE.CustodianForMinor,Custodian for minor,,,,,,,,,,,,,
OBInternalAccountRole1Code,UK.OBIE.SuccessorOnDeath,UK.OBIE.SuccessorOnDeath,Successor on death,,,,,,,,,,,,,
OBInternalAccountRole1Code,UK.OBIE.Administrator,UK.OBIE.Administrator,Administrator,,,,,,,,,,,,,
OBInternalAccountRole1Code,UK.OBIE.OtherParty,UK.OBIE.OtherParty,Other party,,,,,,,,,,,,,
OBInternalAccountRole1Code,UK.OBIE.Granter,UK.OBIE.Granter,Granter,,,,,,,,,,,,,
OBInternalAccountRole1Code,UK.OBIE.Settlor,UK.OBIE.Settlor,Settlor,,,,,,,,,,,,,
OBInternalAccountRole1Code,UK.OBIE.SeniorManagingOfficial,UK.OBIE.SeniorManagingOfficial,Senior managing official,,,,,,,,,,,,,
OBInternalAccountRole1Code,UK.OBIE.Protector,UK.OBIE.Protector,Protector,,,,,,,,,,,,,
OBInternalAccountRole1Code,UK.OBIE.RegisteredShareholderName,UK.OBIE.RegisteredShareholderName,Registered shareholder name,,,,,,,,,,,,,
OBInternalSwitchStatusCode,UK.CASS.NotSwitched,UK.CASS.NotSwitched,Indicator to show that the account has not been switched to another ASPSP,,,,,,,,,,,,,
OBInternalSwitchStatusCode,UK.CASS.SwitchCompleted,UK.CASS.SwitchCompleted,Indicator to show that the account has been switched and the switching process is complete,,,,,,,,,,,,,
OBInternalLocalInstrument1Code,UK.OBIE.BACS,UK.OBIE.BACS,Back Payment Scheme,,,,,,,,,,,,,
OBInternalLocalInstrument1Code,UK.OBIE.CHAPS,UK.OBIE.CHAPS,CHAPS Payment Scheme,,,,,,,,,,,,,
OBInternalLocalInstrument1Code,UK.OBIE.FPS,UK.OBIE.FPS,Faster Payment Scheme,,,,,,,,,,,,,
OBInternalLocalInstrument1Code,UK.OBIE.SWIFT,UK.OBIE.SWIFT,Swift Payment Service,,,,,,,,,,,,,
OBInternalLocalInstrument1Code,UK.OBIE.BalanceTransfer,UK.OBIE.BalanceTransfer,To indicate Balance Transfer,,,,,,,,,,,,,
OBInternalLocalInstrument1Code,UK.OBIE.MoneyTransfer,UK.OBIE.MoneyTransfer,To Indicate Money Transfer,,,,,,,,,,,,,
OBInternalLocalInstrument1Code,UK.OBIE.Paym,UK.OBIE.Paym,Paym Payment,,,,,,,,,,,,,
OBInternalLocalInstrument1Code,UK.OBIE.Euro1,UK.OBIE.Euro1,To use Euro1 Payment System,,,,,,,,,,,,,
OBInternalLocalInstrument1Code,UK.OBIE.SEPACreditTransfer,UK.OBIE.SEPACreditTransfer,To indicate SEPA Credit Transfer payment service,,,,,,,,,,,,,
OBInternalLocalInstrument1Code,UK.OBIE.SEPAInstantCreditTransfer,UK.OBIE.SEPAInstantCreditTransfer,To indicate SEPA Instant Credit Transfer payment service,,,,,,,,,,,,,
OBInternalLocalInstrument1Code,UK.OBIE.Link,UK.OBIE.Link,To indicate Link payment service,,,,,,,,,,,,,
OBInternalLocalInstrument1Code,UK.OBIE.Target2,UK.OBIE.Target2,To indicate Target2 payment service,,,,,,,,,,,,,
OBInternalPaymentChargeType1Code,UK.OBIE.CHAPSOut,UK.OBIE.CHAPSOut,CHAPS Payment Service fee,,,,,,,,,,,,,
OBInternalPaymentChargeType1Code,UK.OBIE.BalanceTransferOut,UK.OBIE.BalanceTransferOut,Balance Transfer Service fee,,,,,,,,,,,,,
OBInternalPaymentChargeType1Code,UK.OBIE.MoneyTransferOut,UK.OBIE.MoneyTransferOut,Money Transfer Service fee,,,,,,,,,,,,,
OBExternalFileType1Code,UK.OBIE.pain.001.001.08,UK.OBIE.pain.001.001.08,This is specified when a fully compliant pain.001 XML file is staged for the payment initiation.,,,,,,,,,,,,,
OBExternalFileType1Code,UK.OBIE.PaymentInitiation.4.0,UK.OBIE.PaymentInitiation.4.0,"This is specified when an array of payments, which are compliant with the OBL Initiation objects in the v4.0 standard, are staged in a .json file for the payment initiation.",,,,,,,,,,,,,
OBEventType1Code,UK.OBIE.Resource-Update,UK.OBIE.Resource-Update,An event that indicates a resource has been updated.,,,,,,,,,,,,,
OBEventType1Code,UK.OBIE.Consent-Authorization-Revoked,UK.OBIE.Consent-Authorization-Revoked,An event that indicates a consent resource has had its authorisation revoked. (left for backward compatibility),,,,,,,,,,,,,
OBEventType1Code,UK.OBIE.Consent-Access-Revoked,UK.OBIE.Consent-Access-Revoked,An event that indicates a consent has its underlying access revoked. The consent itself remains in authorised state.,,,,,,,,,,,,,
OBEventType1Code,UK.OBIE.Account-Access-Consent-Linked-Account-Update,UK.OBIE.Account-Access-Consent-Linked-Account-Update,An event that indicates an account linked to a consent has move in/out of scope of the consent.,,,,,,,,,,,,,
OBExternalEventAccountAccessConsentLinkedAccountUpdateReason1Code,UK.OBIE.AccountClosure,UK.OBIE.AccountClosure,An account is no longer associated with the consent as it has been closed.,,,,,,,,,,,,,
OBExternalEventAccountAccessConsentLinkedAccountUpdateReason1Code,UK.OBIE.CASS,UK.OBIE.CASS,An account is no longer associated with the consent as it has been switched (using the Current Account Switch Service) to another ASPSP.,,,,,,,,,,,,,
OBVRPConsentType,UK.OBIE.VRPType.Sweeping,UK.OBIE.VRPType.Sweeping,Limited to sweeping payments as per definition of sweeping in proposition paper,,,,,,,,,,,,,
OBVRPConsentType,UK.OBIE.VRPType.Other,UK.OBIE.VRPType.Other,Variable recurring payment that does not meet definition of sweeping,,,,,,,,,,,,,
OBVRPAuthenticationMethods,UK.OBIE.SCA,UK.OBIE.SCA,Authentication method where the consent is authorised through SCA.,,,,,,,,,,,,,
OBVRPAuthenticationMethods,UK.OBIE.SCANotRequired,UK.OBIE.SCANotRequired,This indicates that the PSU does not need to authenticate for individual payments and the payments can be made without the PSU being present.,,,,,,,,,,,,,
OBVRPInteractionTypes,"InSession	",InSession,Indicates the customer is present for interaction type.,,,,,,,,,,,,,
OBVRPInteractionTypes,"OffSession	","OffSession	",Indicates the customer is not present for interaction type.,,,,,,,,,,,,,
OBInternalPermissions1Code,ReadAccountsBasic,ReadAccountsBasic,Ability to read basic account information,,,,,,,,,,,,,
OBInternalPermissions1Code,ReadAccountsDetail,ReadAccountsDetail,"Ability to read account identification details
Business Logic: Access to additional elements in the payload	",,,,,,,,,,,,,
OBInternalPermissions1Code,ReadBalances,ReadBalances,Ability to read all balance information,,,,,,,,,,,,,
OBInternalPermissions1Code,ReadBeneficiariesBasic,ReadBeneficiariesBasic,Ability to read basic beneficiary details,,,,,,,,,,,,,
OBInternalPermissions1Code,ReadBeneficiariesDetail,ReadBeneficiariesDetail,"Ability to read account identification details for the beneficiary
Business Logic: Access to additional elements in the payload	",,,,,,,,,,,,,
OBInternalPermissions1Code,ReadDirectDebits,ReadDirectDebits,Ability to read all direct debit information,,,,,,,,,,,,,
OBInternalPermissions1Code,ReadOffers,ReadOffers,Ability to read all offer information,,,,,,,,,,,,,
OBInternalPermissions1Code,ReadPAN,ReadPAN,"Specifies the Open Banking account access data types. This is a list of the data clusters being consented by the PSU, and requested for authorisation with the ASPSP.	",,,,,,,,,,,,,
OBInternalPermissions1Code,ReadParty,ReadParty,Ability to read party information on the account owner.,,,,,,,,,,,,,
OBInternalPermissions1Code,ReadPartyPSU,ReadPartyPSU,Ability to read party information on the PSU logged in.,,,,,,,,,,,,,
OBInternalPermissions1Code,ReadProducts,ReadProducts,Ability to read all product information relating to the account,,,,,,,,,,,,,
OBInternalPermissions1Code,ReadScheduledPaymentsBasic,ReadScheduledPaymentsBasic,Ability to read basic information of scheduled payments,,,,,,,,,,,,,
OBInternalPermissions1Code,ReadScheduledPaymentsDetail,ReadScheduledPaymentsDetail,Ability to read full details of all information of scheduled payments in the payload.,,,,,,,,,,,,,
OBInternalPermissions1Code,ReadStandingOrdersBasic,ReadStandingOrdersBasic,Ability to read basic information of Standing orders,,,,,,,,,,,,,
OBInternalPermissions1Code,ReadStandingOrdersDetail,ReadStandingOrdersDetail,Ability to read all data elements in Standing orders in the payload.,,,,,,,,,,,,,
OBInternalPermissions1Code,ReadStatementsBasic,ReadStatementsBasic,Ability to read basic statement details,,,,,,,,,,,,,
OBInternalPermissions1Code,ReadStatementsDetail,ReadStatementsDetail,"Ability to read all data elements in the Statements.
Business Logic: Access to additional elements in the payload
Access to download the statement file (if the ASPSP makes this available).",,,,,,,,,,,,,
OBInternalPermissions1Code,ReadTransactionsBasic,ReadTransactionsBasic,"Ability to read basic transaction information
Business Logic :Permissions must also include at least one of:
ReadTransactionsCredits
ReadTransactionsDebits",,,,,,,,,,,,,
OBInternalPermissions1Code,ReadTransactionsCredits,ReadTransactionsCredits,"Ability to read only credit transactions
Business Logic: Access to credit transactions.
Permissions must also include one of:
ReadTransactionsBasic
ReadTransactionsDetail",,,,,,,,,,,,,
OBInternalPermissions1Code,ReadTransactionsDebits,ReadTransactionsDebits,"Ability to read only debit transactions
Business Logic: Access to debit transactions.
Permissions must also include one of:
ReadTransactionsBasic
ReadTransactionsDetail",,,,,,,,,,,,,
OBInternalPermissions1Code,ReadTransactionsDetail,ReadTransactionsDetail,"Ability to read transaction data elements which may hold silent party details
Business Logic: Access to additional elements in the payload
Permissions must also include at least one of:
ReadTransactionsCredits
ReadTransactionsDebit",,,,,,,,,,,,,
OBInternalAccountStatus1Code,"Enabled 	","Enabled 	",Account can be used for its intended purpose.,,,,,,,,,,,,,
OBInternalAccountStatus1Code,Disabled,Disabled,"Account cannot be used for its intended purpose, either temporarily or permanently.",,,,,,,,,,,,,
OBInternalAccountStatus1Code,Deleted,Deleted,Account cannot be used any longer.,,,,,,,,,,,,,
OBInternalAccountStatus1Code,Proforma,Proforma,Account is temporary and can be partially used for its intended purpose. The account will be fully available for use when the account servicer has received all relevant documents.,,,,,,,,,,,,,
OBInternalAccountStatus1Code,Pending,Pending,Account change is pending approval.,,,,,,,,,,,,,
OBInternalCreditDebitCode,Credit,Credit,Operation is a credit,,,,,,,,,,,,,
OBInternalCreditDebitCode,Debit,Debit,Operation is a debit,,,,,,,,,,,,,
OBInternalLimitType1Code,Available,"Available 	",The amount of credit limit available to the account holder,,,,,,,,,,,,,
OBInternalLimitType1Code,Credit,Credit,The amount of a credit limit that has been agreed with the account holder,,,,,,,,,,,,,
OBInternalLimitType1Code,Emergency,Emergency,"The amount of an arranged lending limit that can be borrowed on top of pre-agreed lending, that has been agreed with the account holder",,,,,,,,,,,,,
OBInternalLimitType1Code,Pre-Agreed,Pre-Agreed,The amount of an arranged lending limit that has been agreed with the account holder,,,,,,,,,,,,,
OBInternalLimitType1Code,Temporary,Temporary,The amount of a temporary lending limit that has been agreed with the account holder,,,,,,,,,,,,,
OBInternalTransactionMutability1Code,Mutable,Mutable,"Specifies the Mutability of the Transaction record.	",,,,,,,,,,,,,
OBInternalTransactionMutability1Code,Immutable,Immutable,"Specifies the Mutability of the Transaction record.	",,,,,,,,,,,,,
OBInternalCardSchemeType1Code,AmericanExpress,AmericanExpress,AmericanExpress scheme.,,,,,,,,,,,,,
OBInternalCardSchemeType1Code,Diners,Diners,Diners scheme.,,,,,,,,,,,,,
OBInternalCardSchemeType1Code,Discover,Discover,Discover scheme.,,,,,,,,,,,,,
OBInternalCardSchemeType1Code,MasterCard,MasterCard,MasterCard scheme.,,,,,,,,,,,,,
OBInternalCardSchemeType1Code,VISA,VISA,VISA scheme.,,,,,,,,,,,,,
OBInternalCardAuthorisationType1Code,ConsumerDevice,ConsumerDevice,Card authorisation was via a Consumer Device Cardholder Verification Method (CDCVM).,,,,,,,,,,,,,
OBInternalCardAuthorisationType1Code,Contactless,Contactless,Card authorisation was via Contactless.,,,,,,,,,,,,,
OBInternalCardAuthorisationType1Code,None,None,No card authorisation was used.,,,,,,,,,,,,,
OBInternalCardAuthorisationType1Code,PIN,PIN,Card authorisation was via PIN.,,,,,,,,,,,,,
OBInternalBeneficiaryType1Code,Trusted,Trusted,"Specifies the Beneficiary Type.	",,,,,,,,,,,,,
OBInternalBeneficiaryType1Code,Ordinary,Ordinary,"Specifies the Beneficiary Type.	",,,,,,,,,,,,,
OBInternalCardSchemeType1Code,BusinessCurrentAccount,BusinessCurrentAccount,"Descriptive code for the product category. If ProductType - ""Other"" is chosen, the object OtherProductType must be populated with name, and description.",,,,,,,,,,,,,
OBInternalProductType1Code,CommercialCreditCard,CommercialCreditCard,"Descriptive code for the product category. If ProductType - ""Other"" is chosen, the object OtherProductType must be populated with name, and description.",,,,,,,,,,,,,
OBInternalProductType1Code,Other,Other,"Descriptive code for the product category. If ProductType - ""Other"" is chosen, the object OtherProductType must be populated with name, and description.",,,,,,,,,,,,,
OBInternalProductType1Code,PersonalCurrentAccount,PersonalCurrentAccount,"Descriptive code for the product category. If ProductType - ""Other"" is chosen, the object OtherProductType must be populated with name, and description.",,,,,,,,,,,,,
OBInternalProductType1Code,SMELoan,SMELoan,"Descriptive code for the product category. If ProductType - ""Other"" is chosen, the object OtherProductType must be populated with name, and description.",,,,,,,,,,,,,
OBInternalProductType1Code,BusinessCurrentAccount,BusinessCurrentAccount,"Descriptive code for the product category. If ProductType - ""Other"" is chosen, the object OtherProductType must be populated with name, and description.",,,,,,,,,,,,,
OBInternalPartyType1Code,Delegate,Delegate,Party that has delegated access.,,,,,,,,,,,,,
OBInternalPartyType1Code,Joint,Joint,Party is a joint owner of the account.,,,,,,,,,,,,,
OBInternalPartyType1Code,Sole,Sole,Party is a sole owner of the account.,,,,,,,,,,,,,
OBInternalScheduleType1Code,Arrival,Arrival,Scheduled payment date is specified as the arrival date for the recipient.,,,,,,,,,,,,,
OBInternalScheduleType1Code,Execution,Execution,Scheduled payment date is specified as the execution date.,,,,,,,,,,,,,
OBInternalStatementType1Code,AccountClosure,AccountClosure,Final account closure statement.,,,,,,,,,,,,,
OBInternalStatementType1Code,AccountOpening,AccountOpening,First statement provided for an account.,,,,,,,,,,,,,
OBInternalStatementType1Code,Annual ,Annual ,Annual statement report.,,,,,,,,,,,,,
OBInternalStatementType1Code,Interim,Interim,Adhoc or customised statement period.,,,,,,,,,,,,,
OBInternalStatementType1Code,RegularPeriodic,RegularPeriodic,Regular pre-agreed reporting statement.,,,,,,,,,,,,,
OBInternalExtendedAccountType1Code,Personal,Personal,"To be provided if the AccountType is known.	",,,,,,,,,,,,,
OBInternalExtendedAccountType1Code,JointPersonal,JointPersonal,"To be provided if the AccountType is known.	",,,,,,,,,,,,,
OBInternalExtendedAccountType1Code,PersonalSavingsAccount,PersonalSavingsAccount,"To be provided if the AccountType is known.	",,,,,,,,,,,,,
OBInternalExtendedAccountType1Code,Business,Business,"To be provided if the AccountType is known.	",,,,,,,,,,,,,
OBInternalExtendedAccountType1Code,BusinessSavingsAccount,BusinessSavingsAccount,"To be provided if the AccountType is known.	",,,,,,,,,,,,,
OBInternalExtendedAccountType1Code,Charity,Charity,"To be provided if the AccountType is known.	",,,,,,,,,,,,,
OBInternalExtendedAccountType1Code,Collection,Collection,"To be provided if the AccountType is known.	",,,,,,,,,,,,,
OBInternalExtendedAccountType1Code,Corporate,Corporate,"To be provided if the AccountType is known.	",,,,,,,,,,,,,
OBInternalExtendedAccountType1Code,Government,Government,"To be provided if the AccountType is known.	",,,,,,,,,,,,,
OBInternalExtendedAccountType1Code,Ewallet,Ewallet,"To be provided if the AccountType is known.	",,,,,,,,,,,,,
OBInternalExtendedAccountType1Code,Investment,Investment,"To be provided if the AccountType is known.	",,,,,,,,,,,,,
OBInternalExtendedAccountType1Code,ISA,ISA,"To be provided if the AccountType is known.	",,,,,,,,,,,,,
OBInternalExtendedAccountType1Code,Premier,Premier,"To be provided if the AccountType is known.	",,,,,,,,,,,,,
OBInternalExtendedAccountType1Code,Wealth,Wealth,"To be provided if the AccountType is known.	",,,,,,,,,,,,,
OBInternalExtendedAccountType1Code,Pension,Pension,"To be provided if the AccountType is known.	",,,,,,,,,,,,,
OBInternalChargeBearerType1Code,BorneByCreditor,BorneByCreditor,Specifies which party/parties will bear the charges associated with the processing of the payment transaction.,,,,,,,,,,,,,
OBInternalChargeBearerType1Code,BorneByDebtor,BorneByDebtor,Specifies which party/parties will bear the charges associated with the processing of the payment transaction.,,,,,,,,,,,,,
OBInternalChargeBearerType1Code,FollowingServiceLevel,FollowingServiceLevel,Specifies which party/parties will bear the charges associated with the processing of the payment transaction.,,,,,,,,,,,,,
OBInternalChargeBearerType1Code,Shared,Shared,Specifies which party/parties will bear the charges associated with the processing of the payment transaction.,,,,,,,,,,,,,
OBInternalAuthorisation1Code,Any,Any,"Type of authorisation flow requested.	",,,,,,,,,,,,,
OBInternalAuthorisation1Code,Single,Single,"Type of authorisation flow requested.	",,,,,,,,,,,,,
OBInternalAppliedAuthenticationApproach1Code,CA,CA,"Specifies a character string with a maximum length of 40 characters.
Usage: This field indicates whether the PSU was subject to SCA performed by the TPP",,,,,,,,,,,,,
OBInternalAppliedAuthenticationApproach1Code,SCA,SCA,"Specifies a character string with a maximum length of 40 characters.
Usage: This field indicates whether the PSU was subject to SCA performed by the TPP",,,,,,,,,,,,,
OBInternalSCAExemptionType1Code,BillPayment,BillPayment,"This field allows a PISP to request specific SCA Exemption for a Payment Initiation	",,,,,,,,,,,,,
OBInternalSCAExemptionType1Code,ContactlessTravel,ContactlessTravel,"This field allows a PISP to request specific SCA Exemption for a Payment Initiation	",,,,,,,,,,,,,
OBInternalSCAExemptionType1Code,EcommerceGoods,EcommerceGoods,"This field allows a PISP to request specific SCA Exemption for a Payment Initiation	",,,,,,,,,,,,,
OBInternalSCAExemptionType1Code,EcommerceServices,EcommerceServices,"This field allows a PISP to request specific SCA Exemption for a Payment Initiation	",,,,,,,,,,,,,
OBInternalSCAExemptionType1Code,Kiosk,Kiosk,"This field allows a PISP to request specific SCA Exemption for a Payment Initiation	",,,,,,,,,,,,,
OBInternalSCAExemptionType1Code,Parking,Parking,"This field allows a PISP to request specific SCA Exemption for a Payment Initiation	",,,,,,,,,,,,,
OBInternalSCAExemptionType1Code,PartyToParty,PartyToParty,"This field allows a PISP to request specific SCA Exemption for a Payment Initiation	",,,,,,,,,,,,,
OBExternalMandateClassification1Code,FIXE,Fixed,Direct debit amount is fixed.,,,,,,,,,,,,,
OBExternalMandateClassification1Code,USGB,Usage Based,"Direct debit amount is based on usage.	",,,,,,,,,,,,,
OBExternalMandateClassification1Code,VARI,Variable,"Direct debit amount is variable.	",,,,,,,,,,,,,
OBExternalRegulatoryReportingType1Code,CRED,Credit,Regulatory information applies to the credit side.,,,,,,,,,,,,,
OBExternalRegulatoryReportingType1Code,DEBT,Debit,Regulatory information applies to the debit side.,,,,,,,,,,,,,
OBExternalRegulatoryReportingType1Code,BOTH,Both,Regulatory information applies to both credit and debit sides.,,,,,,,,,,,,,
OBInternalReadRefundAccount1Code,Yes,Yes,"Specifies to share the refund account details with PISP	",,,,,,,,,,,,,
OBInternalReadRefundAccount1Code,No,No,"Specifies to share the refund account details with PISP	",,,,,,,,,,,,,
OBInternalPermissions2Code,Create,Create,"Specifies the Open Banking service request types.	",,,,,,,,,,,,,
OBInternalExchangeRateType2Code,Actual ,Actual ,"Specifies the type used to complete the currency exchange.	",,,,,,,,,,,,,
OBInternalExchangeRateType2Code,Agreed,Agreed,"Specifies the type used to complete the currency exchange.	",,,,,,,,,,,,,
OBInternalExchangeRateType2Code,Indicative,Indicative,"Specifies the type used to complete the currency exchange.	",,,,,,,,,,,,,
OBInternalPriority2Code,Normal,Normal,"Indicator of the urgency or order of importance that the instructing party would like the instructed party to apply to the processing of the instruction.	",,,,,,,,,,,,,
OBInternalPriority2Code,Urgent,Urgent,"Indicator of the urgency or order of importance that the instructing party would like the instructed party to apply to the processing of the instruction.	",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
